FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
2969,Manda_TanaRiver,40.3311107,-2.615837164,326.93,74225,2386.38093,129.16,54.12,2.25,0.59,1.89,0.17,31.67,1.51,1.31956997,0.17,3.17,1.51,0.193081423
2970,Manda_TanaRiver,40.33093655,-2.615957909,327,74250,2385.465486,127.05,52.66,2.19,0.59,1.89,0.17,31.91,1.52,1.301242813,0.17,3.19,1.52,0.193081423
2971,Manda_TanaRiver,40.33076308,-2.616079721,327.08,74275,2384.273799,124.02,51.28,2.14,0.59,1.89,0.16,31.94,1.52,1.23319674,0.16,3.19,1.52,0.181045881
2972,Manda_TanaRiver,40.3305917,-2.616204809,327.15,74300,2382.224686,121.69,49.08,2.04,0.59,1.86,0.16,31.56,1.5,1.266446151,0.16,3.16,1.5,0.181045881
2973,Manda_TanaRiver,40.33042262,-2.616333514,327.22,74325,2379.230578,120.17,45.93,1.91,0.59,1.85,0.17,31.03,1.48,1.306215395,0.17,3.1,1.48,0.181045881
2974,Manda_TanaRiver,40.33025524,-2.616464968,327.29,74350,2375.095224,116.24,41.56,1.73,0.59,1.83,0.17,30.32,1.44,1.205521574,0.17,3.03,1.44,0.181045881
2975,Manda_TanaRiver,40.33008979,-2.616599545,327.36,74375,2369.955514,108.82,36.25,1.51,0.59,1.8,0.18,29.37,1.4,1.183711841,0.18,2.94,1.4,0.181045881
2976,Manda_TanaRiver,40.32992802,-2.616739996,327.43,74400,2363.164357,99.31,29.35,1.22,0.59,1.75,0.18,28.4,1.35,1.181130933,0.18,2.84,1.35,0.181045881
2977,Manda_TanaRiver,40.32977217,-2.616889909,327.5,74425,2353.400975,87.08,19.73,0.82,0.59,1.67,0.17,27.48,1.31,1.109269894,0.17,2.75,1.31,0.181045881
2978,Manda_TanaRiver,40.32960578,-2.617023381,327.58,74450,2347.96705,79.17,7.91,0.33,0.59,1.55,0.16,26.81,1.27,1.070439775,0.16,2.68,1.27,0.181045881
2979,Manda_TanaRiver,40.32942458,-2.617133499,327.65,74475,2348.662421,77.62,-3.7,-0.15,0.59,1.42,0.14,26.39,1.25,0.93165282,0.14,2.64,1.25,0.181045881
2980,Manda_TanaRiver,40.32923474,-2.617229886,327.72,74500,2352.954286,80.04,-12.93,-0.54,0.59,1.28,0.12,26.06,1.24,0.89025892,0.12,2.61,1.24,0.181045881
2981,Manda_TanaRiver,40.32904557,-2.61732725,327.79,74525,2356.987665,82.19,-19.35,-0.81,0.59,1.13,0.1,25.69,1.22,0.783855888,0.1,2.57,1.22,0.181045881
2982,Manda_TanaRiver,40.32885701,-2.617425501,327.86,74550,2360.786195,83.79,-23.04,-0.96,0.59,1,0.08,25.31,1.2,0.680593884,0.08,2.53,1.2,0.181045881
2983,Manda_TanaRiver,40.32867058,-2.617527101,327.93,74575,2363.708461,86.34,-23.74,-0.99,0.59,0.87,0.07,24.76,1.18,0.609849625,0.07,2.48,1.18,0.181045881
2984,Manda_TanaRiver,40.32848415,-2.617637261,327.98,74600,2365.031252,87.27,-21.92,-0.91,0.59,0.76,0.05,24.08,1.14,0.496037142,0.05,2.41,1.14,0.181045881
2985,Manda_TanaRiver,40.32829681,-2.617749862,328.02,74625,2366.006391,87.49,-17.94,-0.75,0.59,0.68,0.04,23.57,1.12,0.459337391,0.04,2.36,1.12,0.181045881
2986,Manda_TanaRiver,40.32811136,-2.617867935,328.04,74650,2365.732565,86.33,-12.82,-0.53,0.59,0.62,0.04,23.16,1.1,0.423187275,0.04,2.32,1.1,0.181045881
2987,Manda_TanaRiver,40.32792189,-2.617989701,328.04,74675,2365.240723,84.9,-8.34,-0.35,0.59,0.57,0.03,22.97,1.09,0.392096518,0.03,2.3,1.09,0.181045881
2988,Manda_TanaRiver,40.32773495,-2.618115542,328.04,74700,2363.685756,82.41,-7.38,-0.31,0.59,0.5,0.03,23.1,1.1,0.32772424,0.03,2.31,1.1,0.181045881
2989,Manda_TanaRiver,40.32754089,-2.618229914,328.04,74725,2365.122051,83.08,-7.15,-0.3,0.59,0.43,0.02,23.34,1.11,0.304954752,0.02,2.33,1.11,0.181045881
2990,Manda_TanaRiver,40.32734584,-2.618342711,328.04,74750,2366.969285,84.66,-3.05,-0.13,0.59,0.4,0.02,23.72,1.13,0.271700857,0.02,2.37,1.13,0.181045881
2991,Manda_TanaRiver,40.32715125,-2.618456241,328.04,74775,2368.624978,86.04,5.67,0.24,0.59,0.4,0.02,24.24,1.15,0.273928807,0.02,2.42,1.15,0.181045881
2992,Manda_TanaRiver,40.32695666,-2.618569772,328.04,74800,2370.280672,88.17,15.47,0.64,0.59,0.44,0.02,25.14,1.2,0.308301373,0.02,2.51,1.2,0.169352287
2993,Manda_TanaRiver,40.32675158,-2.61866643,328.04,74825,2376.336322,95.14,25.27,1.05,0.59,0.5,0.02,26.18,1.24,0.328248499,0.02,2.62,1.24,0.169352287
2994,Manda_TanaRiver,40.32653723,-2.618750685,328.04,74850,2385.811026,105.53,34.97,1.46,0.59,0.58,0.02,27.42,1.3,0.386472231,0.02,2.74,1.3,0.169352287
2995,Manda_TanaRiver,40.32631788,-2.618837458,328,74875,2395.403682,116.09,44.81,1.87,0.59,0.68,0.03,28.67,1.36,0.481105709,0.03,2.87,1.36,0.169352287
2996,Manda_TanaRiver,40.3261066,-2.618937275,327.96,74900,2401.599607,123.11,51.63,2.15,0.59,0.77,0.04,29.62,1.41,0.525036541,0.04,2.96,1.41,0.169352287
2997,Manda_TanaRiver,40.32589999,-2.619044635,327.93,74925,2405.832032,127.98,56.76,2.37,0.59,0.83,0.04,30.35,1.44,0.57189367,0.04,3.03,1.44,0.169352287
2998,Manda_TanaRiver,40.32570036,-2.619163195,327.89,74950,2407.143037,129.94,58.86,2.45,0.59,0.89,0.05,30.78,1.46,0.591366333,0.05,3.08,1.46,0.169352287
2999,Manda_TanaRiver,40.32550668,-2.619291269,327.85,74975,2405.969994,129.4,58.03,2.42,0.59,0.94,0.05,30.94,1.47,0.644470719,0.05,3.09,1.47,0.169352287
3000,Manda_TanaRiver,40.32531529,-2.619422998,327.82,75000,2403.841254,128.5,55.53,2.31,0.59,0.99,0.05,31,1.47,0.670161498,0.05,3.1,1.47,0.169352287
3001,Manda_TanaRiver,40.32512069,-2.619549573,327.78,75025,2403.059324,129.53,53.85,2.24,0.59,1.06,0.06,31.1,1.48,0.711931046,0.06,3.11,1.48,0.169352287
3002,Manda_TanaRiver,40.32492129,-2.619668528,327.74,75050,2404.272119,132.56,54.26,2.26,0.59,1.13,0.07,31.24,1.48,0.766333069,0.07,3.12,1.48,0.169352287
3003,Manda_TanaRiver,40.32472017,-2.619784758,327.71,75075,2406.200106,135.14,56.13,2.34,0.59,1.19,0.08,31.25,1.49,0.844312211,0.08,3.13,1.49,0.169352287
3004,Manda_TanaRiver,40.3245192,-2.619901229,327.67,75100,2408.190862,135.49,58,2.42,0.59,1.21,0.08,31.14,1.48,0.806615126,0.08,3.11,1.48,0.169352287
3005,Manda_TanaRiver,40.32431883,-2.62001869,327.63,75125,2410.440632,133.93,59.87,2.49,0.59,1.21,0.08,31.02,1.47,0.78691697,0.08,3.1,1.47,0.169352287
3006,Manda_TanaRiver,40.32411931,-2.620137534,327.6,75150,2412.3307,133.54,61.38,2.56,0.59,1.21,0.08,30.89,1.47,0.835267825,0.08,3.09,1.47,0.169352287
3007,Manda_TanaRiver,40.32392229,-2.620260321,327.56,75175,2413.189629,135.39,62.15,2.59,0.59,1.23,0.08,31.09,1.48,0.848361523,0.08,3.11,1.48,0.169352287
3008,Manda_TanaRiver,40.32372526,-2.620383109,327.52,75200,2414.049521,136.76,62.92,2.62,0.59,1.27,0.09,31.33,1.49,0.833607868,0.09,3.13,1.49,0.169352287
3009,Manda_TanaRiver,40.32352822,-2.620505901,327.49,75225,2414.910512,136.68,63.68,2.65,0.59,1.34,0.09,31.31,1.49,0.879975905,0.09,3.13,1.49,0.169352287
3010,Manda_TanaRiver,40.32333161,-2.620629362,327.45,75250,2415.597285,136.43,64.28,2.68,0.59,1.46,0.11,31.47,1.5,0.956401126,0.11,3.15,1.5,0.169352287
3011,Manda_TanaRiver,40.3231365,-2.62075519,327.41,75275,2415.66437,136.5,64.25,2.68,0.59,1.52,0.12,31.35,1.49,1.032621261,0.12,3.13,1.49,0.158004402
3012,Manda_TanaRiver,40.32294139,-2.620881017,327.38,75300,2415.732548,137.51,64.22,2.68,0.59,1.51,0.12,30.95,1.47,1.008715108,0.12,3.09,1.47,0.158004402
3013,Manda_TanaRiver,40.32274627,-2.621006844,327.34,75325,2415.801629,139.75,63.82,2.66,0.59,1.47,0.11,30.66,1.46,1.036847506,0.11,3.07,1.46,0.158004402
3014,Manda_TanaRiver,40.32255229,-2.621131945,327.31,75350,2415.870985,143.09,62.95,2.62,0.59,1.41,0.11,30.7,1.46,0.961118641,0.11,3.07,1.46,0.158004402
3015,Manda_TanaRiver,40.32236302,-2.621254012,327.31,75375,2415.937252,146.28,62.12,2.59,0.59,1.38,0.1,30.86,1.47,0.9008731,0.1,3.09,1.47,0.158004402
3016,Manda_TanaRiver,40.32216935,-2.621378915,327.28,75400,2416.00694,149.61,61.25,2.55,0.59,1.36,0.1,31.13,1.48,0.954620451,0.1,3.11,1.48,0.158004402
3017,Manda_TanaRiver,40.32196527,-2.621509342,327.19,75425,2416.30533,152.67,60.63,2.53,0.59,1.36,0.1,31.36,1.49,0.91879564,0.1,3.14,1.49,0.158004402
3018,Manda_TanaRiver,40.32176084,-2.621639238,327.11,75450,2416.75036,155.84,60.46,2.52,0.59,1.37,0.1,31.71,1.51,0.959171874,0.1,3.17,1.51,0.158004402
3019,Manda_TanaRiver,40.32155641,-2.621769138,327.02,75475,2417.201281,159.01,60.3,2.51,0.59,1.36,0.09,32.11,1.53,0.88542445,0.09,3.21,1.53,0.158004402
3020,Manda_TanaRiver,40.32135196,-2.621899041,326.93,75500,2417.658096,162.18,61.81,2.58,0.59,1.38,0.09,32.46,1.54,0.959187021,0.09,3.25,1.54,0.158004402
3021,Manda_TanaRiver,40.32114948,-2.622031959,326.84,75525,2417.325008,164.16,62.53,2.61,0.59,1.39,0.09,32.72,1.56,0.960773539,0.09,3.27,1.56,0.158004402
3022,Manda_TanaRiver,40.32094747,-2.622165601,326.75,75550,2416.80558,165.39,63.07,2.63,0.59,1.38,0.09,32.84,1.56,0.978068136,0.09,3.28,1.56,0.158004402
3023,Manda_TanaRiver,40.32074547,-2.622299239,326.66,75575,2416.292079,165.4,63.6,2.65,0.59,1.35,0.09,32.74,1.56,0.883795169,0.09,3.27,1.56,0.158004402
3024,Manda_TanaRiver,40.32054358,-2.622433031,326.57,75600,2415.742704,163.62,64.09,2.67,0.59,1.31,0.08,32.6,1.55,0.925593817,0.08,3.26,1.55,0.158004402
3025,Manda_TanaRiver,40.32034404,-2.622570381,326.48,75625,2414.253843,158.21,63.64,2.65,0.59,1.26,0.08,32.19,1.53,0.878185456,0.08,3.22,1.53,0.158004402
3026,Manda_TanaRiver,40.32014512,-2.622708625,326.39,75650,2413.011941,152.02,63.18,2.63,0.59,1.2,0.07,31.8,1.51,0.80038055,0.07,3.18,1.51,0.158004402
3027,Manda_TanaRiver,40.31994756,-2.622848892,326.3,75675,2412.315561,146.67,62.73,2.61,0.59,1.1,0.06,31.67,1.51,0.750242249,0.06,3.17,1.51,0.158004402
3028,Manda_TanaRiver,40.3197495,-2.622988397,326.21,75700,2411.826692,143.14,62.48,2.6,0.59,1.01,0.05,31.76,1.51,0.667069397,0.05,3.18,1.51,0.158004402
3029,Manda_TanaRiver,40.31955026,-2.623126124,326.12,75725,2411.816525,140.2,63.05,2.63,0.59,0.95,0.05,31.74,1.51,0.634015667,0.05,3.17,1.51,0.147003493
3030,Manda_TanaRiver,40.31935101,-2.62326385,326.03,75750,2411.812261,137.17,63.64,2.65,0.59,0.94,0.05,31.47,1.5,0.617549999,0.05,3.15,1.5,0.147003493
3031,Manda_TanaRiver,40.31915177,-2.623401576,325.94,75775,2411.813817,133.23,64.23,2.68,0.59,0.98,0.05,30.93,1.47,0.643337993,0.05,3.09,1.47,0.147003493
3032,Manda_TanaRiver,40.31895213,-2.623538712,325.85,75800,2411.979148,129.44,64.29,2.68,0.59,1.03,0.06,30.55,1.45,0.694138163,0.06,3.06,1.45,0.147003493
3033,Manda_TanaRiver,40.31875215,-2.623675352,325.76,75825,2412.283297,126.72,63.9,2.66,0.59,1.07,0.06,30.47,1.45,0.740313659,0.06,3.05,1.45,0.147003493
3034,Manda_TanaRiver,40.31855217,-2.623811995,325.67,75850,2412.593163,124.16,61.89,2.58,0.59,1.13,0.07,30.63,1.46,0.763321361,0.07,3.06,1.46,0.147003493
3035,Manda_TanaRiver,40.31835218,-2.623948639,325.59,75875,2412.909109,122.6,59.13,2.46,0.59,1.25,0.08,31.1,1.48,0.868714538,0.08,3.11,1.48,0.147003493
3036,Manda_TanaRiver,40.31815653,-2.624082354,325.52,75900,2413.21753,121.76,56.21,2.34,0.59,1.32,0.09,31.75,1.51,0.916641854,0.09,3.17,1.51,0.147003493
3037,Manda_TanaRiver,40.3179706,-2.624209503,325.52,75925,2413.498166,121,53.55,2.23,0.59,1.36,0.09,32.2,1.53,0.920077534,0.09,3.22,1.53,0.147003493
3038,Manda_TanaRiver,40.31778467,-2.624336653,325.52,75950,2413.778664,120.23,50.9,2.12,0.59,1.39,0.09,32.61,1.55,0.931077115,0.09,3.26,1.55,0.147003493
3039,Manda_TanaRiver,40.31759874,-2.624463802,325.52,75975,2414.0593,119.02,48.6,2.03,0.59,1.42,0.1,33,1.57,0.951893267,0.1,3.3,1.57,0.147003493
3040,Manda_TanaRiver,40.3174128,-2.624590951,325.52,76000,2414.339936,117.26,46.41,1.93,0.59,1.43,0.1,33.23,1.58,1.003910551,0.1,3.32,1.58,0.147003493
3041,Manda_TanaRiver,40.31722687,-2.624718101,325.52,76025,2414.62049,115.51,44.31,1.85,0.59,1.44,0.1,33.31,1.58,0.975572922,0.1,3.33,1.58,0.147003493
3042,Manda_TanaRiver,40.31704094,-2.62484525,325.52,76050,2414.90107,113.21,42.84,1.78,0.59,1.43,0.09,33.22,1.58,1.011550352,0.09,3.32,1.58,0.147003493
3043,Manda_TanaRiver,40.31685501,-2.6249724,325.52,76075,2415.181707,110.72,41.37,1.72,0.59,1.4,0.09,32.92,1.56,0.930070212,0.09,3.29,1.56,0.147003493
3044,Manda_TanaRiver,40.31666907,-2.625099549,325.52,76100,2415.462343,106.75,39.89,1.66,0.59,0.78,0.03,33.03,1.57,0.514835756,0.03,3.3,1.57,0.147003493
3045,Manda_TanaRiver,40.31648314,-2.625226698,325.52,76125,2415.742979,102.79,38.42,1.6,0.59,0.96,0.05,31.79,1.51,0.674316395,0.05,3.18,1.51,0.147003493
3046,Manda_TanaRiver,40.31629721,-2.625353848,325.52,76150,2416.023616,102.22,36.95,1.54,0.59,1.14,0.07,31.02,1.47,0.748960642,0.07,3.1,1.47,0.147003493
3047,Manda_TanaRiver,40.31611128,-2.625480997,325.52,76175,2416.304113,102.74,35.48,1.48,0.59,0.98,0.05,30.68,1.46,0.64338121,0.05,3.07,1.46,0.136350847
3048,Manda_TanaRiver,40.31592534,-2.625608147,325.52,76200,2416.58475,103.27,34.51,1.44,0.59,0.85,0.04,30.58,1.45,0.59650037,0.04,3.06,1.45,0.136350847
3049,Manda_TanaRiver,40.31573941,-2.625735296,325.52,76225,2416.865386,103.3,33.65,1.4,0.59,0.74,0.03,30.61,1.45,0.49686324,0.03,3.06,1.45,0.136350847
3050,Manda_TanaRiver,40.31555361,-2.625862644,325.52,76250,2417.092738,103.14,33,1.38,0.59,0.65,0.02,30.82,1.47,0.425237944,0.02,3.08,1.47,0.136350847
3051,Manda_TanaRiver,40.31536857,-2.625991092,325.52,76275,2417.024547,102.95,32.06,1.34,0.59,0.56,0.02,31.02,1.47,0.39698706,0.02,3.1,1.47,0.136350847
3052,Manda_TanaRiver,40.31518352,-2.626119541,325.52,76300,2416.9563,103.9,31.12,1.3,0.59,0.48,0.01,31.49,1.5,0.326327612,0.01,3.15,1.5,0.136350847
3053,Manda_TanaRiver,40.31499044,-2.626253587,325.47,76325,2416.883132,107.07,30.78,1.28,0.59,0.4,0.01,32.07,1.52,0.264116694,0.01,3.21,1.52,0.136350847
3054,Manda_TanaRiver,40.31479144,-2.626392112,325.38,76350,2416.745315,112.81,30.53,1.27,0.59,0.33,0.01,32.83,1.56,0.225151572,0.01,3.28,1.56,0.136350847
3055,Manda_TanaRiver,40.31459471,-2.626533916,325.29,76375,2415.730228,117.67,30.39,1.27,0.59,0.16,0,34.06,1.69,0.104203461,0,3.41,1.69,0.136350847
3056,Manda_TanaRiver,40.31439566,-2.626672344,325.2,76400,2415.62897,122.72,31.26,1.3,0.59,0.09,0,33.8,1.61,0.062095442,0,3.38,1.61,0.136350847
3057,Manda_TanaRiver,40.31419487,-2.626808278,325.11,76425,2416.206436,127.79,33.65,1.4,0.59,-0.16,0,34.42,1.64,-0.106549826,0,3.44,1.64,0.136350847
3058,Manda_TanaRiver,40.31399529,-2.626945944,325.02,76450,2416.32347,131.24,36.23,1.51,0.59,-0.31,0,35.06,1.67,-0.217907028,0,3.51,1.67,0.136350847
3059,Manda_TanaRiver,40.31379817,-2.627087145,324.93,76475,2415.491161,132.83,39.02,1.63,0.59,-0.38,0.01,35.24,1.68,-0.250733175,0.01,3.52,1.68,0.136350847
3060,Manda_TanaRiver,40.31360106,-2.627228339,324.84,76500,2414.665021,133.6,40.53,1.69,0.59,-0.45,0.01,35.29,1.68,-0.298788238,0.01,3.53,1.68,0.136350847
3061,Manda_TanaRiver,40.31340396,-2.627369526,324.75,76525,2413.844874,132.55,42.04,1.75,0.59,-0.49,0.01,35.25,1.68,-0.337571122,0.01,3.53,1.68,0.136350847
3062,Manda_TanaRiver,40.31320629,-2.627509887,324.66,76550,2413.253048,131.72,42.81,1.78,0.59,-0.49,0.01,35.18,1.67,-0.340752954,0.01,3.52,1.67,0.136350847
3063,Manda_TanaRiver,40.31300585,-2.627646329,324.57,76575,2414.630976,131.44,43.28,1.8,0.59,-0.46,0.01,34.86,1.66,-0.30780808,0.01,3.49,1.66,0.136350847
3064,Manda_TanaRiver,40.31280744,-2.627785676,324.48,76600,2415.909427,130.58,44.47,1.85,0.59,-0.42,0.01,34.58,1.64,-0.281017124,0.01,3.46,1.64,0.136350847
3065,Manda_TanaRiver,40.31260902,-2.627925035,324.39,76625,2417.194098,129.73,45.66,1.9,0.59,-0.36,0.01,34.21,1.63,-0.238649032,0.01,3.42,1.63,0.136350847
3066,Manda_TanaRiver,40.31241058,-2.628064402,324.29,76650,2418.484942,128.87,46.85,1.95,0.59,-0.3,0,33.9,1.61,-0.200846127,0,3.39,1.61,0.126048697
3067,Manda_TanaRiver,40.31221292,-2.628204882,324.2,76675,2419.481452,127.91,47.36,1.97,0.59,-0.24,0,33.6,1.6,-0.161513854,0,3.36,1.6,0.126048697
3068,Manda_TanaRiver,40.31201513,-2.628345217,324.11,76700,2420.525754,127.4,47.31,1.97,0.59,-0.19,0,33.33,1.58,-0.131762033,0,3.33,1.58,0.126048697
3069,Manda_TanaRiver,40.3118165,-2.628484407,324.02,76725,2421.891627,127.22,47.27,1.97,0.59,-0.17,0,33.95,1.62,-0.114960458,0,3.39,1.62,0.126048697
3070,Manda_TanaRiver,40.31161726,-2.62862278,323.93,76750,2423.490065,127.44,47.23,1.97,0.59,-0.11,0,33.34,1.58,-0.072115879,0,3.33,1.58,0.126048697
3071,Manda_TanaRiver,40.31141846,-2.628761801,323.84,76775,2424.920755,127.94,46.12,1.92,0.59,-0.08,0,33.42,1.59,-0.054348165,0,3.34,1.59,0.126048697
3072,Manda_TanaRiver,40.31121994,-2.628901252,323.75,76800,2426.2425,128.33,44.74,1.86,0.59,-0.05,0,33.34,1.58,-0.033347704,0,3.33,1.58,0.126048697
3073,Manda_TanaRiver,40.3110296,-2.629035226,323.71,76825,2427.468907,128.51,43.47,1.81,0.59,-0.02,0,33.03,1.57,-0.013135586,0,3.3,1.57,0.126048697
3074,Manda_TanaRiver,40.31084591,-2.629164731,323.72,76850,2428.613982,128.07,42.27,1.76,0.59,-0.03,0,32.69,1.55,-0.020885008,0,3.27,1.55,0.126048697
3075,Manda_TanaRiver,40.31066449,-2.62929271,323.73,76875,2429.731292,127.32,41.11,1.71,0.59,-0.09,0,32.51,1.55,-0.060031694,0,3.25,1.55,0.126048697
3076,Manda_TanaRiver,40.31048488,-2.629419478,323.76,76900,2430.826926,126.24,39.96,1.67,0.59,-0.22,0,32.87,1.56,-0.144984583,0,3.29,1.56,0.126048697
3077,Manda_TanaRiver,40.31030528,-2.629546244,323.79,76925,2431.923179,124.68,38.82,1.62,0.59,-0.38,0.01,33.42,1.59,-0.254448431,0.01,3.34,1.59,0.126048697
3078,Manda_TanaRiver,40.31012568,-2.629673006,323.82,76950,2433.019935,123.39,37.68,1.57,0.59,-0.51,0.01,33.75,1.6,-0.338856107,0.01,3.38,1.6,0.126048697
3079,Manda_TanaRiver,40.30994613,-2.629799828,323.85,76975,2434.10057,128.88,36.52,1.52,0.59,-0.62,0.02,33.65,1.6,-0.423036497,0.02,3.36,1.6,0.126048697
3080,Manda_TanaRiver,40.30976747,-2.629927879,323.88,77000,2434.843761,130.93,35.52,1.48,0.59,-0.69,0.02,33.32,1.58,-0.468292828,0.02,3.33,1.58,0.126048697
3081,Manda_TanaRiver,40.30958883,-2.630055929,323.9,77025,2435.587552,130.73,35.48,1.48,0.59,-0.72,0.03,33.09,1.57,-0.511029443,0.03,3.31,1.57,0.126048697
3082,Manda_TanaRiver,40.30941018,-2.630183978,323.93,77050,2436.331842,129.57,35.91,1.5,0.59,-0.73,0.03,32.83,1.56,-0.481210024,0.03,3.28,1.56,0.126048697
3083,Manda_TanaRiver,40.30923154,-2.630312024,323.96,77075,2437.076851,128.41,36.76,1.53,0.59,-0.73,0.03,32.68,1.55,-0.518167523,0.03,3.27,1.55,0.126048697
3084,Manda_TanaRiver,40.30904557,-2.63042995,323.99,77100,2440.53804,130,36.37,1.52,0.59,-0.74,0.03,32.7,1.55,-0.482954261,0.03,3.27,1.55,0.11609811
3085,Manda_TanaRiver,40.30886055,-2.630549174,324.02,77125,2443.392651,131.1,35.35,1.47,0.59,-0.74,0.03,32.88,1.56,-0.489043501,0.03,3.29,1.56,0.11609811
3086,Manda_TanaRiver,40.308676,-2.630669014,324.05,77150,2445.879329,131.57,34.35,1.43,0.59,-0.73,0.03,33.32,1.58,-0.47549319,0.03,3.33,1.58,0.11609811
3087,Manda_TanaRiver,40.30849238,-2.630790116,324.08,77175,2448.019675,131.52,34.43,1.43,0.59,-0.71,0.02,33.76,1.6,-0.493639666,0.02,3.38,1.6,0.11609811
3088,Manda_TanaRiver,40.30831,-2.63091294,324.11,77200,2449.68904,131,34.5,1.44,0.59,-0.7,0.02,34.24,1.63,-0.478144563,0.02,3.42,1.63,0.11609811
3089,Manda_TanaRiver,40.30812816,-2.631036488,324.13,77225,2451.160036,130.06,35.09,1.46,0.59,-0.7,0.02,34.73,1.65,-0.469712646,0.02,3.47,1.65,0.11609811
3090,Manda_TanaRiver,40.30794633,-2.631160032,324.16,77250,2452.63159,128.4,35.68,1.49,0.59,-0.71,0.02,35.09,1.67,-0.496553163,0.02,3.51,1.67,0.11609811
3091,Manda_TanaRiver,40.30776475,-2.631283925,324.19,77275,2454.007589,126.52,36.27,1.51,0.59,-0.72,0.02,35.13,1.67,-0.511156769,0.02,3.51,1.67,0.11609811
3092,Manda_TanaRiver,40.30758443,-2.631409564,324.22,77300,2454.906902,125.51,36.09,1.5,0.59,-0.72,0.02,35.13,1.67,-0.503900168,0.02,3.51,1.67,0.11609811
3093,Manda_TanaRiver,40.30740412,-2.6315352,324.25,77325,2455.806966,124.55,35.61,1.48,0.59,-0.72,0.02,35.18,1.67,-0.479474203,0.02,3.52,1.67,0.11609811
3094,Manda_TanaRiver,40.30721286,-2.631668154,324.21,77350,2456.820431,124.9,34.44,1.43,0.59,-0.72,0.02,35.14,1.67,-0.477730118,0.02,3.51,1.67,0.11609811
3095,Manda_TanaRiver,40.30701888,-2.631802925,324.15,77375,2457.864076,125.83,32.76,1.36,0.59,-0.72,0.02,34.96,1.66,-0.480869167,0.02,3.5,1.66,0.11609811
3096,Manda_TanaRiver,40.30682513,-2.631941792,324.09,77400,2458.145914,126,30.31,1.26,0.59,-0.7,0.02,34.53,1.64,-0.481215647,0.02,3.45,1.64,0.11609811
3097,Manda_TanaRiver,40.30663153,-2.63208085,324.02,77425,2458.379247,126.11,26.34,1.1,0.59,-0.73,0.02,34.19,1.63,-0.475849863,0.02,3.42,1.63,0.11609811
3098,Manda_TanaRiver,40.30643792,-2.63221991,323.95,77450,2458.615984,126.23,22.8,0.95,0.59,-0.77,0.03,34.03,1.62,-0.522177441,0.03,3.4,1.62,0.11609811
3099,Manda_TanaRiver,40.30624455,-2.632359307,323.88,77475,2458.764239,125.55,20.45,0.85,0.59,-0.81,0.03,33.55,1.59,-0.552505474,0.03,3.36,1.59,0.11609811
3100,Manda_TanaRiver,40.30605416,-2.632502794,323.81,77500,2457.795082,123.5,18.53,0.77,0.59,-0.83,0.03,32.91,1.56,-0.580478861,0.03,3.29,1.56,0.11609811
3101,Manda_TanaRiver,40.30586304,-2.632648019,323.74,77525,2456.615995,121.23,16.58,0.69,0.59,-0.85,0.04,32.13,1.53,-0.559430438,0.04,3.21,1.53,0.11609811
3102,Manda_TanaRiver,40.30566001,-2.632802671,323.58,77550,2455.336245,118.71,16.26,0.68,0.59,-0.88,0.04,31.29,1.49,-0.612215455,0.04,3.13,1.49,0.11609811
3103,Manda_TanaRiver,40.30545701,-2.632957305,323.43,77575,2454.074586,117.3,16.38,0.68,0.59,-0.89,0.05,30.57,1.45,-0.607002711,0.05,3.06,1.45,0.106500633
3104,Manda_TanaRiver,40.30525531,-2.633113688,323.27,77600,2453.485049,115.98,17.01,0.71,0.59,-0.83,0.04,29.85,1.42,-0.576501663,0.04,2.99,1.42,0.106500633
3105,Manda_TanaRiver,40.30505183,-2.633267672,323.12,77625,2453.620383,115.34,17.72,0.74,0.59,-0.7,0.03,29.59,1.41,-0.476398679,0.03,2.96,1.41,0.106500633
3106,Manda_TanaRiver,40.3048497,-2.633423456,322.96,77650,2453.275028,114.21,18.42,0.77,0.59,-0.54,0.02,29.65,1.41,-0.358236382,0.02,2.97,1.41,0.106500633
3107,Manda_TanaRiver,40.30464801,-2.633579822,322.81,77675,2452.784818,112.91,19.13,0.8,0.59,-0.41,0.01,29.93,1.42,-0.288872101,0.01,2.99,1.42,0.106500633
3108,Manda_TanaRiver,40.30444634,-2.63373618,322.65,77700,2452.312643,111.62,20.01,0.83,0.59,-0.36,0.01,30.34,1.44,-0.245978041,0.01,3.03,1.44,0.106500633
3109,Manda_TanaRiver,40.30424388,-2.633891499,322.5,77725,2452.14635,111.13,21.33,0.89,0.59,-0.37,0.01,30.53,1.45,-0.241715443,0.01,3.05,1.45,0.106500633
3110,Manda_TanaRiver,40.3040401,-2.634045086,322.34,77750,2452.481214,111.23,22.75,0.95,0.59,-0.41,0.01,30.92,1.47,-0.291054809,0.01,3.09,1.47,0.106500633
3111,Manda_TanaRiver,40.3038395,-2.634202807,322.19,77775,2451.824417,111.34,24.73,1.03,0.59,-0.05,0,30.21,1.49,-0.033098619,0,3.02,1.49,0.106500633
3112,Manda_TanaRiver,40.30364165,-2.634362299,322.04,77800,2451.874345,112.12,26.7,1.11,0.59,-0.38,0.01,31.52,1.5,-0.249636766,0.01,3.15,1.5,0.106500633
